food_id,food_name,food_category,ref_amount,energy_kcal,protein_g,fat_g,carb_g,sugar_g,sodium_mg,chol_mg,sat_fat_g,trans_fat_g,food_weight
,콩나물고춧가루무침,나물·숙채류,100,93,3.9,5.9,5.9,1.9,203.29,0,0.8,0,90
,콩나물무침,나물·숙채류,100,69,3.9,4.5,3.2,0.5,387.18,0,0.5,0,50
,토란대나물,나물·숙채류,100,68,5.1,3.4,4.2,0.4,222.17,24.41,0.5,0,90
,톳나물무침,나물·숙채류,100,75,1.9,2.1,12.3,6.9,600.32,0,0.3,0,90
,간짜장,면 및 만두류,100,125,5.1,4.9,15.1,0.9,455.24,6.05,0.8,0,500
,고기만두,면 및 만두류,100,159,12.4,4.5,17.4,0.2,205.97,19.91,0.6,0,220
,군만두,면 및 만두류,100,234,7,11.5,25.6,2.8,384.57,9.49,3.3,0.1,220
,김치만두,면 및 만두류,100,152,10.2,4.8,17,0.3,393.3,23.27,0.1,0,220
,달걀라면,면 및 만두류,100,108,2.6,3.2,17.3,0.2,183.12,28.5,1.3,0,550
,떡국,면 및 만두류,100,84,3.4,0.5,16.4,0.1,176.29,16.7,0.2,0,700
,떡라면,면 및 만두류,100,96,2,2.9,15.3,0,269.72,0,1,0,550
,떡만두국,면 및 만두류,100,111,3.5,3.9,15.5,0,206.15,11.32,0.6,0,600
,라면,면 및 만두류,100,82,1.7,2.3,13.7,0,283.49,0,0.8,0,550
,막국수,면 및 만두류,100,133,5.8,1.6,23.9,4.9,404.52,5.53,0.5,0,600
,만두,면 및 만두류,100,181,8.7,8.2,18.1,0,364.05,11.96,2.7,0.1,220
,메밀국수,면 및 만두류,100,63,3.1,0.3,12.1,0,194.1,0,0.1,0,350
,물냉면,면 및 만두류,100,55,2,0.6,10.3,4.5,161.18,15.35,0.2,0,700
,물만두,면 및 만두류,100,195,8.1,11.1,15.6,2.1,332,12.13,3.1,0,230
,미트볼 토마토 스파게티,면 및 만두류,100,180,7.3,8.9,17.6,0.9,217.83,12.58,1.4,0,500
,바지락칼국수,면 및 만두류,100,82,3.4,0.5,16,0.2,271.7,0.33,0.1,0,700
,볶음우동,면 및 만두류,100,128,2.8,2,24.8,0.4,256.97,0,0.5,0,300
,비빔국수,면 및 만두류,100,102,3,1,20.5,4.1,238.76,1.01,0.2,0,500
,비빔냉면,면 및 만두류,100,100,5.7,2.6,13.3,4,177.46,47.34,0.5,0,500
,사골만두국,면 및 만두류,100,87,3.7,4,8.9,0.1,333.32,26.25,1.7,0.1,700
,수제비,면 및 만두류,100,58,2.3,0.5,11.1,0,142.33,12.85,0.2,0,650
,우동,면 및 만두류,100,85,1.8,3.2,12.2,0,156.61,0,0.3,0,800
,월남쌈,면 및 만두류,100,118,5.9,5,12.3,5.5,229.79,31.58,2.1,0,250
,잔치국수,면 및 만두류,100,44,1.9,0.5,8,0,216.37,0.6,0.2,0,700
,쟁반국수,면 및 만두류,100,119,6.7,4.6,12.8,8.1,513.16,18.97,0.9,0,450
,짜장면,면 및 만두류,100,88,2.7,2.2,14.4,6.1,307.28,2.05,0.4,0,600
,짬뽕,면 및 만두류,100,58,2.8,1.5,8.3,1.6,180.76,10.52,0.2,0,800
,쫄면,면 및 만두류,100,129,3.2,2.5,23.3,3.5,250.36,0,0.2,0,550
,칼국수,면 및 만두류,100,77,3.3,0.5,14.9,0,220.29,17.14,0.2,0,700
,콩국수,면 및 만두류,100,81,3.9,3.4,8.9,0.2,66.53,0,0.2,0,800
,회냉면,면 및 만두류,100,148,5.8,4,22.2,2.8,99.09,8.88,0.3,0,500
,검정콩밥,밥류,100,165,4.5,1.1,34.3,0,3.44,0,0.1,0,200
,계란볶음밥,밥류,100,225,6.6,11.3,24.2,0.2,318.31,62.63,2.2,0.1,260
,고추김밥,밥류,100,169,4.9,4.4,27.5,0.1,326.91,37.81,1.2,0,290
,기장밥,밥류,100,166,3.4,0.6,36.8,0,1.39,0,0.1,0,200
,김밥,밥류,100,140,4.8,4.6,20,0,306.59,19.3,1.1,0,230
,김치김밥,밥류,100,130,4.3,4,19.2,0.3,349.19,47.38,1.1,0,270
,김치볶음밥,밥류,100,167,5.3,9.2,15.7,13.9,269.64,70.41,1.4,0,330
,낙지덮밥,밥류,100,150,5.9,3.3,24.1,2.2,212.37,32.46,0.4,0,350
,날치알김밥,밥류,100,177,6.1,4.3,28.7,1.4,298.92,55.15,1.2,0,260
,닭고기덮밥,밥류,100,125,11.4,2.2,14.8,1.1,152.73,92.29,0.8,0,410
,돈까스김밥,밥류,100,202,5.8,5.8,31.6,1.3,240.57,6.52,1.1,0,320
,돌솥비빔밥,밥류,100,147,5.4,3,24.7,1.2,337.32,9.98,0.3,0,380
,돼지머리국밥,밥류,100,137,6.7,5.2,15.9,0.2,180.5,22.82,1.5,0,900
,모듬회덮밥,밥류,100,145,9.1,4.1,17.8,3.1,154.71,27.38,0.9,0,410
,무밥,밥류,100,133,3.7,0.6,28.2,0,277.11,0,1.3,0.1,200
,보리밥,밥류,100,161,2.9,0.2,36.8,2.6,223.93,0,0.1,0,200
,볶음밥,밥류,100,183,5.6,2.8,34,0,212.45,29.28,1.1,0,350
,불고기덮밥,밥류,100,182,6.6,5.3,27,0.1,252.86,15.83,1.4,0.2,400
,비빔밥,밥류,100,142,6.9,4.3,18.8,0,231.52,42.26,1,0.1,450
,새우볶음밥,밥류,100,172,6.3,6.1,22.8,0.7,145.58,70.72,1.2,0,370
,생선모듬초밥,밥류,100,160,9.7,1.6,26.7,1.4,142.36,19.43,0.4,0,380
,소머리국밥,밥류,100,24,1.6,0.8,2.7,0,139.22,8.82,0.9,0.1,1000
,쇠고기김밥,밥류,100,179,6.5,5.6,25.8,0,266.68,39.04,1.6,0.2,250
,쇠고기볶음밥,밥류,100,176,7.6,6.5,21.8,0.1,215.45,50.02,1.5,0.1,260
,쇠고기주먹밥,밥류,100,178,4.8,2.2,34.7,0.2,356.6,6.51,0.6,0,200
,수수밥,밥류,100,161,3.2,0.9,35,0.1,1.27,0,0.1,0,200
,순대국밥,밥류,100,75,3.2,2.3,10.4,0.2,126.4,48.69,1.3,0,900
,알밥,밥류,100,128,4.7,5.1,15.8,2.3,429.72,45.98,0.6,0,330
,영양돌솦밥,밥류,100,184,3.4,2.9,36.1,0.6,6.27,0,0.6,0,350
,오므라이스,밥류,100,173,6.5,7.2,20.5,3.2,432.53,86.99,1.4,0,400
,오징어덮밥,밥류,100,135,7.2,2,21.9,0.7,161.73,46.44,0.2,0,360
,완두콩밥,밥류,100,138,2.9,0.2,31.2,0,295.03,0,0.1,0,200
,유부초밥,밥류,100,194,5.8,2.6,29.8,2,385.63,3.12,0.7,0,200
,육회비빔밥,밥류,100,147,6.4,3.4,22.9,4.5,445.74,30.56,0.8,0,300
,잡곡밥,밥류,100,146,5.3,0.9,29.3,0.3,2.65,0,0.2,0,200
,잡채밥,밥류,100,150,4,3.4,25.8,0.1,226.77,5.92,0.4,0.1,550
,제육덮밥,밥류,100,202,9.4,10.8,16.9,2,174.43,27.94,3.4,0,470
,짜장밥,밥류,100,122,4.3,4.7,15.6,0,236.15,5.75,0.6,0,470
,짬뽕밥,밥류,100,72,3.2,1.4,11.7,1.3,233.96,15.78,0.2,0,900
,차조밥,밥류,100,157,2.8,0.7,34.9,0,1.4,0,0.1,0,200
,찰밥,밥류,100,153,4.4,0.3,33.6,0.5,3.34,0,0.1,0,280
,참치김밥,밥류,100,174,7,7.2,20.3,0.7,334.97,33.45,1.4,0,250
,참치마요삼각김밥,밥류,100,199,5.9,8.2,25.4,0,230.11,10.47,1,0,200
,참치볶음밥,밥류,100,180,4.6,3.3,32.9,0.1,630.84,2.76,0.5,0,230
,채소김밥,밥류,100,158,4.6,3.7,26.6,0.1,308.93,29.93,1,0,280
,채소볶음밥,밥류,100,182,4.7,5.4,28.7,0.3,407.82,46.24,0.8,0,260
,치즈김밥,밥류,100,177,6.2,7,22.1,0.2,168.72,35.07,2.4,0.1,270
,카레라이스,밥류,100,108,3.1,1.4,20.7,0.2,209.8,2.79,0.4,0,480
,콩나물국밥,밥류,100,52,1.5,0.2,10.9,0,171.67,0,0.1,0,780
,콩나물밥,밥류,100,123,4.7,1.6,22.4,0,271.56,3.14,0.4,0,320
,팥밥,밥류,100,143,3.3,0.1,32.3,0,3.56,0,0.1,0,200
,표고버섯볶음밥,밥류,100,184,3.4,4.8,31.8,0,298.86,0,0.5,0,300
,하이라이스,밥류,100,112,4,1.1,21.3,0,245.58,2.83,0.1,0,360
,현미밥,밥류,100,172,3.1,0.5,38.9,0,2.09,0,0.2,0,230
,흑미밥,밥류,100,174,3.3,0.1,40.1,0,1.76,0,0.1,0,200
,감자볶음,볶음류,100,100,1.7,4.8,12.4,3.4,318.41,0,0.6,0,100
,감자채소볶음,볶음류,100,108,2,5.2,13.1,0.1,208.24,0,0.7,0,130
,건새우볶음,볶음류,100,304,41.5,12.9,5.4,4.1,1553.91,387.93,1.7,0.1,20
,고추볶음,볶음류,100,70,1.9,3.2,8.2,4.3,275.73,0,0.6,0,100
,김치볶음,볶음류,100,106,1.4,7.9,7.3,4.4,521.44,4.66,0.9,0.1,100
,꽈리고추멸치볶음,볶음류,100,253,23.6,14.1,8,6.2,1333.91,147.3,0.2,0,50
,낙지볶음,볶음류,100,91,5.8,3.8,8.6,7.9,537.43,44.76,0.4,0,200
,느타리버섯볶음,볶음류,100,94,2.8,6.2,6.8,4.2,523.68,0,0.8,0,50
,닭가슴살피망볶음,볶음류,100,122,16.4,5.7,1.4,0.3,490.27,50.37,0.6,0,80
,닭발볶음,볶음류,100,186,13.8,9.4,11.7,6.4,974.18,412.79,2.2,0.1,200
,닭볶음,볶음류,100,186,14,11,7.9,0.8,337.96,49.32,1.9,0.1,300
,당근볶음,볶음류,100,95,0.9,6.6,7.8,4.5,215.86,0,1.1,0,90
,돼지고기김치볶음,볶음류,100,161,11.8,10.1,5.9,2.9,510.24,35.12,3,0.1,230
,돼지고기채소볶음,볶음류,100,169,16.6,7.6,8.6,6.7,346.18,46.71,2.6,0,230
,돼지곱창순대볶음,볶음류,100,130,7.2,3,18.5,3.3,215.5,76.08,1,0,230
,떡볶이,볶음류,100,144,26,3,26,4.4,390.62,2.34,0.3,0,180
,라볶이,볶음류,100,134,2.8,4.7,20.1,0.9,311.14,2.51,1.5,0,200
,마늘쫑볶음,볶음류,100,89,3.2,2.5,13.2,5.3,561.99,0,0.4,0,140
,마늘쫑잔멸치볶음,볶음류,100,117,7.5,2.8,15.4,5.7,4.74,2.52,0.4,0,50
,마파두부,볶음류,100,109,7.3,6.5,5.4,2.4,352.16,6.79,1,0,160
,멸치견과류볶음,볶음류,100,414,30.4,24.3,18.4,14,1827.73,157.21,3,0,50
,멸치마늘쫑볶음,볶음류,100,277,32.4,10.8,12.4,4.3,2501.03,305.04,1.9,0.1,50
,멸치볶음,볶음류,100,276,39.4,7.1,13.6,11.6,2606.11,368.71,1.3,0,50
,묵은지삼겹살볶음,볶음류,100,151,5.8,10.5,8.4,3.6,603.56,13.36,3.4,0.1,200
,문어고추장볶음,볶음류,100,88,11,1,8.6,5.4,487.2,78.88,0.2,0,200
,미역줄기볶음,볶음류,100,77,1,5.9,4.9,0.6,505.01,0,0.9,0,80
,브로콜리볶음,볶음류,100,51,4.4,1.3,5.5,1.4,94.31,0,0.2,0,90
,새송이버섯볶음,볶음류,100,121,3,8,9.3,3.7,340.62,0,1.5,0.1,120
,새우볶음,볶음류,100,83,9.9,2.2,6,4,326.1,79.67,0.4,0,200
,소시지볶음,볶음류,100,280,11.9,19.4,14.4,5.8,886.77,28.41,5.8,0.1,200
,쇠고기고추장볶음,볶음류,100,197,14.4,10.8,10.7,9.7,553.9,38.81,4.3,0.1,220
,쇠고기버섯볶음,볶음류,100,144,11.6,7.7,6.9,2.8,368.73,23.61,2.6,0.1,230
,쇠고기볶음,볶음류,100,286,17.5,22.7,2.8,4.3,296.12,37.03,8.7,0.8,190
,스크램블드에그,전·적 및 부침류,100,216,11.8,17.6,2.6,0.4,369.45,251.32,3.2,0.1,110
,애호박전,전·적 및 부침류,100,122,4.4,8.6,6.7,2.3,223.68,75.99,1.3,0.1,150
,참치완자전,전·적 및 부침류,100,173,15,6.5,13.6,3.7,566.5,69.88,1.5,0.1,200
,채소전,전·적 및 부침류,100,145,3.6,4.5,22.6,2.1,258.77,19.62,0.9,0.1,100
,표고버섯전,전·적 및 부침류,100,181,10.1,10,12.7,1.9,317.3,72.32,2.2,0.2,150
,해물완자전,전·적 및 부침류,100,222,11.5,11.6,18,3.4,590.5,61.22,3.4,0.2,200
,해물파전,전·적 및 부침류,100,171,5.5,8.4,18.3,0.8,299.57,50.72,1,0,150
,햄달걀부침,전·적 및 부침류,100,277,12.7,21.6,8.1,0,590.52,77.39,6.6,0.2,100
,가자미식해,젓갈류,100,134,11.1,4.8,11.6,3.7,684.57,73.81,0.7,0,250
,간장게장,젓갈류,100,62,7,1.1,6,4.2,1089.16,48.91,0.2,0,250
