fridge_id,ID,재료,용량,저장일시
4af0a4c3-2ac5-40a4-b936-a67532fad59e,3vy7sjol,새우(g),291,2025-09-29 17:41:14
6e2e34ad-053a-4d65-abe9-036e5c192476,3vy7sjol,도미(g),843,2025-10-06 00:53:32
037213b8-92a9-431a-815a-fb60a71282be,hepwhs1n,버섯(g),412,2025-10-01 10:12:46
cdb7dbb1-261d-41b7-a262-60a7fe280a0e,hepwhs1n,우유(ml),1043,2025-09-27 12:43:39
d028d926-7bde-45c1-b398-17e2e9b4ecda,hepwhs1n,샐러리(g),425,2025-10-23 02:17:16
f9e2cbe2-61e0-47ef-a2b0-887141a05330,hepwhs1n,홍합(g),246,2025-10-17 03:02:25
7e95252c-88bc-4396-8e9d-6896d072925d,hepwhs1n,낙지(g),635,2025-10-11 22:55:24
18d10307-5bb9-43a4-839c-c928e0f3e484,hepwhs1n,브로콜리(g),1144,2025-10-15 04:53:57
9416611e-04fa-4926-9f0f-aa89cd9a0193,hepwhs1n,레몬(개),4,2025-10-12 20:02:51
c06bdbdc-5f9f-4189-8122-011cbb81e90f,hepwhs1n,미나리(g),613,2025-09-23 02:55:01
278837ef-ba88-4571-ac32-603f927ff9ce,6zyf8uq1,고구마(g),709,2025-10-01 01:43:55
886adc8d-7c88-489d-8ac6-fef62fd957ee,6zyf8uq1,돼지고기(g),502,2025-10-18 03:51:18
16534bb9-cc28-434d-b7c9-9b78c455dde3,6zyf8uq1,케일(g),232,2025-10-15 23:50:32
8ef366eb-501a-4fc3-b824-116f16196301,6zyf8uq1,청경채(g),528,2025-10-08 16:17:11
5b9e5e78-e987-4221-8283-4a928d4d4556,reddcn3n,도라지(g),1116,2025-10-16 19:54:02
91308ec8-35c4-4fcf-8107-57249af7ad45,reddcn3n,배추(g),90,2025-10-11 09:49:14
baa1e831-8b65-406a-902e-c65f4cab6483,reddcn3n,흑미(g),781,2025-10-06 03:04:50
8375cdb5-47bc-448b-96b5-dc7a4fb841b5,reddcn3n,칼국수면(개),1,2025-09-26 15:22:02
0bc20501-d5dd-4c8e-807d-464f6e9a97d0,reddcn3n,옥수수통조림(캔),3,2025-10-02 19:10:19
688c941c-b6c6-4ad5-9420-3049d73a0bcc,reddcn3n,부추(g),553,2025-10-02 02:35:47
77cc6d9d-6028-4da6-8c1a-cdbf96077cfb,reddcn3n,고구마줄기(g),976,2025-10-04 13:40:16
106c8dc9-563b-4613-8bae-7d44c7ff445c,reddcn3n,파프리카(g),90,2025-10-15 14:29:17
dadb8d8e-1014-4855-b5e9-8f5b44780605,reddcn3n,오렌지(개),2,2025-10-09 19:59:13
f723dac9-123f-49c1-9026-05d54399c43a,swzaaiun,모시조개(g),835,2025-10-08 20:55:51
89918431-89dc-419a-8597-c52fb2d0c96f,swzaaiun,돼지고기안심(g),114,2025-10-20 17:16:25
5e26f0e3-48fa-42c6-b355-0d913e45c913,swzaaiun,홍합(g),77,2025-10-23 00:37:44
17733a10-1d9e-4141-a671-a2f1b55becc1,swzaaiun,감자전분(g),216,2025-10-21 09:48:55
594c0e19-4e67-4f1a-9526-cb02ae906e2c,swzaaiun,바지락(g),500,2025-09-30 15:35:04
cffddf9c-c199-4e85-8c6e-36634988e8c5,swzaaiun,버섯(g),1070,2025-09-26 03:14:51
4da9d080-e200-4b82-ab2a-ddd49ff98aa9,swzaaiun,무(g),755,2025-10-09 15:22:16
0d2fe569-e296-4fcf-8026-6e58d33c926e,swzaaiun,토마토(개),2,2025-10-07 12:00:56
ca245a45-77b9-4c18-ae06-70e26681223e,swzaaiun,배추(g),499,2025-10-23 05:13:04
180c2528-5348-4c83-99fd-37f51cf8847d,6mc201yo,돼지등갈비(g),1171,2025-10-08 09:18:24
c869cef5-23cd-4668-b8fe-17348ca230de,6mc201yo,닭살(g),132,2025-10-15 08:03:02
9f7c84ba-f0db-4b5d-8d85-0f468ca6e6c4,6mc201yo,보리(g),896,2025-10-18 23:30:49
684f20c0-2f47-4de2-90a2-c6931d2920fd,6mc201yo,양지머리(g),555,2025-10-15 17:31:02
a91f3490-f775-405b-9e7f-06360e1f86ad,6mc201yo,우엉(g),970,2025-09-29 07:54:34
7513e372-6fdb-45a2-be1f-cb4cb95a4124,6mc201yo,깻잎(g),417,2025-10-01 05:44:43
3a68e019-4ebb-4a9d-8f04-24133f9e5c4b,6mc201yo,케일(g),421,2025-09-24 08:16:53
838e750f-9b60-49a3-a5db-a1b5cf1c61ba,8x08fvee,쇠고기(g),755,2025-09-25 22:27:22
2651baa6-0ca2-4056-ae70-85f66230e7a5,8x08fvee,모짜렐라치즈(g),856,2025-10-05 14:46:17
372a51e7-0640-43a3-a2a5-c4bb540167a0,8x08fvee,모시조개(g),592,2025-10-12 22:32:18
c230e31a-d797-49ab-83e9-66820e19edd0,8x08fvee,홍고추(g),479,2025-09-29 13:31:00
2fd486a0-db7f-4616-a84a-a68353b6dff3,z3wxvd6m,조개(g),675,2025-09-30 18:41:36
273fa70f-655f-4a75-811c-2bdbcc0756d6,z3wxvd6m,우유(ml),255,2025-10-07 04:11:27
fe6775cb-451f-4a6a-8ab6-1473d7789f26,z3wxvd6m,피망(g),137,2025-10-18 08:54:34
75d8f5ed-2b1a-4ccb-a118-1f9090d33783,z3wxvd6m,굴(g),962,2025-10-10 15:11:01
fed6758d-b105-4b01-a5c6-939d89a25a2a,au5uldcb,가리비(g),461,2025-10-17 14:40:07
971bcf49-9365-4b95-9e15-e32c0f10fc5f,au5uldcb,낙지(g),753,2025-10-01 22:18:30
f22c53ce-13e6-451d-a1c0-eb3009ec10ed,au5uldcb,양송이버섯(g),595,2025-10-12 06:55:21
b464c6cf-d7d0-4214-acf6-73ed6435ac85,au5uldcb,식빵(개),2,2025-09-28 09:30:54
140474d7-37bf-4061-8e55-f7c300a273f8,au5uldcb,브로콜리(g),902,2025-09-23 19:06:31
73881c87-576e-441b-9b25-30822b9e96ee,au5uldcb,계란흰자(개),1,2025-10-21 15:20:52
aa6d2ebb-e6b3-4b11-9b6b-8d12f2a5caf5,nk5o5jcd,요거트(ml),414,2025-10-04 21:59:31
c6538099-1344-4d38-8be5-f11b7c0f99a6,nk5o5jcd,라면(개),4,2025-10-06 10:52:02
a11b2b0f-40f2-4565-b1c3-87081cf33f6d,nk5o5jcd,멸치(g),75,2025-09-27 02:10:20
b80f0248-822e-4d49-b950-5e6e7a88b234,jcep5qf4,계란흰자(개),2,2025-10-16 08:27:23
c4bb3544-2840-46f9-8044-f56f1fc997d8,jcep5qf4,전복(g),913,2025-10-08 20:45:55
b06141a1-0eef-462d-8e27-a3049f1204b9,jcep5qf4,현미(g),391,2025-10-08 17:24:34
521131cb-d113-45e1-93c4-bf9875b07023,jcep5qf4,칼국수면(개),3,2025-10-13 08:22:00
b98a5f28-1da3-4b4b-9a48-905463d31dce,jcep5qf4,닭육수(ml),1082,2025-10-15 23:28:33
2cf2701e-7cbe-4072-a83a-3577d1f000a7,xcgm0wf7,파(g),103,2025-10-08 11:49:44
c70a977c-ed0d-4096-88c9-a99b9f48bf18,xcgm0wf7,명태(g),1174,2025-10-03 11:51:02
1fdec278-3b38-464f-b8e7-785dc4e3b4f6,xcgm0wf7,칼국수면(개),3,2025-10-05 21:07:46
cf4ccfeb-89ee-4ec1-bdb7-135087765fbe,xcgm0wf7,양지머리(g),857,2025-10-01 06:23:32
b57ab125-c4f4-472e-8006-4e37ad55d8b3,xcgm0wf7,스파게티면(g),181,2025-10-11 01:59:16
9f849f22-8a39-4de3-bf71-6dea0e8dcb6b,xcgm0wf7,풋고추(g),189,2025-10-12 02:55:43
19c89c54-0c6d-4030-861d-19e5f57a5fcd,xcgm0wf7,계란노른자(개),7,2025-10-11 18:15:18
ef142f99-a404-4713-8c67-19bbcf6926c6,xcgm0wf7,감자전분(g),307,2025-09-27 19:47:55
cd7df8b2-e34c-4709-9454-d289136d18fb,xcgm0wf7,치커리(g),55,2025-10-05 22:37:34
cf3561e8-1d7a-41d3-b266-8bc806ef3a6c,i6nlsmoa,루콜라(g),803,2025-10-13 15:21:51
b751ac2e-4a98-495a-b632-6175fd6898a3,i6nlsmoa,명태(g),197,2025-10-19 02:58:44
8a7ab7e4-e79a-4b98-b436-c500ffaf8d46,i6nlsmoa,갈치(g),914,2025-09-23 08:23:34
0cc3e2b7-9011-40b3-b1f4-a14cde7ed297,i6nlsmoa,딸기(개),2,2025-10-12 21:54:16
e6a12673-cfc8-403d-87bb-454b3aeef716,i6nlsmoa,팥(g),451,2025-10-05 13:50:27
0b32e7dc-7517-4721-b6c5-680e99496229,pfq9mlto,쑥갓(g),850,2025-09-24 19:39:52
340f5f74-a6f1-47f3-a661-c8202e4b6348,pfq9mlto,목이버섯(g),228,2025-10-22 05:11:22
dcbae5a0-6e31-4ae3-b7fe-2af93d05d079,pfq9mlto,파프리카(g),368,2025-09-28 17:23:27
7fc147e4-9227-4476-8990-caf12cae1b51,pfq9mlto,우엉(g),858,2025-10-05 06:16:15
7c07daf6-67ff-495d-8304-9d4071df9f66,pfq9mlto,사과(개),5,2025-10-12 05:13:27
9931cca6-416a-4139-ade7-18647c97ea74,pfq9mlto,빵(개),3,2025-09-28 11:36:06
1ac036cb-98eb-49e9-98e7-568b8ca73b36,pfq9mlto,전복(g),385,2025-10-01 17:40:36
630e23b2-9458-4bf9-89a2-3b17ab72fd83,a6pd8n96,갈치(g),95,2025-10-16 09:21:19
2b3b796e-0f4b-4e1a-bcd6-ea4572d5d580,a6pd8n96,애호박(g),252,2025-10-09 10:43:31
e6fb6625-fff6-4a79-b82d-730f04523679,a6pd8n96,양송이버섯(g),1082,2025-10-01 07:14:45
a0f69ec8-ef5b-43d9-8f58-c7030ccc343c,a6pd8n96,계란흰자(개),7,2025-10-12 02:22:16
fa08a6fc-be8a-40d2-9946-eee5b4363703,a6pd8n96,꽃게(g),983,2025-09-23 23:38:58
ae990aa0-4bd8-43a9-b7d5-25a747436193,4u9g4qyw,목이버섯(g),443,2025-10-12 16:00:36
8b407324-303f-47fc-9664-225a57e27aa4,4u9g4qyw,파(g),793,2025-09-28 00:36:38
e7e0c590-1b4f-422a-b07c-c4dff0e71b93,4u9g4qyw,감자(g),354,2025-09-28 23:04:32
52c289df-ee60-4462-8fe7-303c827e2e92,4u9g4qyw,상추(g),496,2025-10-18 06:55:03
3e1bdcef-3961-4b6c-9856-b20bd4706bb4,4u9g4qyw,고사리(g),727,2025-09-29 21:13:13
c1a898c6-ecb6-4527-b929-06b60c198877,vjos7e6v,치즈(g),218,2025-10-11 15:10:13
26433677-6659-4ad8-a48c-2f6466d8bc1c,vjos7e6v,계란(개),30,2025-10-08 14:20:46
00a1233a-a723-411a-aeee-1f0723cf137f,vjos7e6v,차조(g),809,2025-09-25 05:39:00
171c6de6-a583-46cf-a84d-a3631cd48bba,vjos7e6v,파(g),807,2025-10-19 18:31:45
c691e44e-c040-4daf-8738-3020df5b358b,vjos7e6v,열무(g),799,2025-09-26 07:37:18
609d9461-7063-40a0-911c-9a473e74bc44,vjos7e6v,쇠고기(g),1216,2025-10-13 13:53:13
9575f35e-896c-44c5-a233-1c78f4384875,vjos7e6v,고사리(g),341,2025-10-11 19:55:59
0c5c8e59-2616-4120-8cb7-bc4a866112a1,vjos7e6v,굴(g),1137,2025-10-06 15:26:01
545e2612-df25-484c-b347-bfb436aa387b,vjos7e6v,닭가슴살(g),338,2025-10-21 14:47:45
ce301fa3-d550-48ad-ba60-bf503fb8eeed,hpx7odwb,풋고추(g),652,2025-09-27 03:42:56
2855e6ae-e6d1-46b6-9afd-09d28e23926c,hpx7odwb,배추(g),502,2025-09-30 10:01:42
03e9b5af-573a-4d51-94a0-253b3aea3490,hpx7odwb,오징어(g),493,2025-10-05 18:22:49
9cbfe5cb-9875-49fd-9644-c5aec7a92ade,hpx7odwb,딸기(개),1,2025-10-03 14:37:45
027bc3f2-df9e-4f99-b426-6e627fe36791,hpx7odwb,무(g),385,2025-09-27 23:35:05
f36065ba-dd7e-4166-85c0-6c77d2b6e815,7iua5v3t,루콜라(g),312,2025-09-26 21:26:59
4db45673-6392-4741-b259-10ced5192234,7iua5v3t,계란흰자(개),4,2025-10-11 22:46:38
597b3af2-ee3a-48b5-ac14-f89e45793986,7iua5v3t,닭가슴살(g),579,2025-09-27 06:15:49
c2a1f52f-5205-4ef0-a4bb-be0256b51987,7iua5v3t,방울토마토(g),407,2025-10-13 00:30:27
ccc9e022-81af-43a8-a5b9-84d9684882d1,7iua5v3t,케일(g),780,2025-10-01 12:41:52
240e79fe-1fc4-414e-9277-f3ab930f1493,7iua5v3t,닭육수(ml),1839,2025-09-25 20:46:08
c7b2fd5f-01a6-4c9c-b6e2-c130661de5b0,7iua5v3t,홍고추(g),275,2025-10-17 01:30:18
9b0ac4f5-d3c0-477c-9bb1-c22d5b16299f,3dcm5rc1,차조(g),274,2025-10-06 05:20:06
53877a0d-8434-4372-871a-a005b7f5229e,3dcm5rc1,전복(g),928,2025-10-10 09:09:18
ffa004d4-6e26-424e-b07a-c90d11253c2d,3dcm5rc1,오이(g),1100,2025-10-12 22:24:50
086c820e-4f1d-413b-b97e-728746f4fafc,3dcm5rc1,쇠고기(g),189,2025-10-15 16:14:17
171ccac2-ce18-460b-83eb-e52fabfb2a56,3dcm5rc1,케일(g),134,2025-09-28 04:38:39
daf1ed2d-36b2-4dc7-b7dd-c9fb8c6e3513,3dcm5rc1,닭살(g),654,2025-10-23 05:34:57
e840a8b1-e082-42ec-b72b-e153fb04bf09,3dcm5rc1,홍고추(g),1183,2025-10-15 03:33:29
914ad06e-b721-4ea9-9023-31de2db64948,3dcm5rc1,소면(개),4,2025-10-02 21:37:38
025b5f51-c93f-49b2-9b8b-f81045a0fc09,3dcm5rc1,콩(g),999,2025-09-26 18:49:04
f602b2b9-fcc7-48f2-8463-f92524b155be,2fkbjsdc,모짜렐라치즈(g),759,2025-10-01 19:32:05
007f42c0-100c-482f-b853-f6a24def206c,2fkbjsdc,치커리(g),107,2025-09-26 21:02:14
ce3f6042-cc76-4535-9d0c-26b8fd9e9ca8,2fkbjsdc,파(g),959,2025-10-16 15:06:15
a47777a3-8f73-4a12-8a59-10ff40876dc9,2fkbjsdc,대파(g),1156,2025-10-15 18:31:46
feb03566-10bb-4f02-8430-662ec29597a9,2fkbjsdc,돼지등갈비(g),1973,2025-10-23 11:54:32
bd83d57a-9a24-4719-bff2-f858702164f6,2fkbjsdc,가리비(g),479,2025-10-04 17:17:45
83fc83b2-c469-45cd-82d7-75dd00333131,2fkbjsdc,무(g),471,2025-10-11 00:43:24
5d3b26d6-9f89-4301-b983-14fd8a068b2c,2fkbjsdc,홍합(g),809,2025-09-25 17:07:24
8e8ae2f6-d82a-49c3-9f6c-6472a3e89763,2fkbjsdc,배(개),2,2025-10-05 19:18:48
c9b17fb4-90d1-4a33-ac1b-e2b9f42acbde,efa2ezrx,배(개),4,2025-10-21 01:22:07
9e9593cc-4e53-4caf-a57b-73ca287f869d,efa2ezrx,쭈꾸미(g),1000,2025-10-22 19:13:43
8ad7918b-5ef1-4c79-b3ce-f9a74bf7996b,efa2ezrx,콩비지(g),407,2025-09-24 14:53:46
6a11fd55-0f5a-4770-8a35-8da608edd06a,efa2ezrx,표고버섯(g),520,2025-10-17 06:24:48
4e13bb30-3f5d-4225-a803-dd5edda82b9a,efa2ezrx,피망(g),1189,2025-10-15 16:27:57
77edb35a-1d7a-46fd-8c5c-e7317fe2185e,efa2ezrx,목이버섯(g),545,2025-09-27 17:23:26
71a07770-f873-466d-bbfe-fec7e78f65c1,efa2ezrx,딸기(개),4,2025-10-17 02:48:38
28a3de6d-59a3-4455-9f24-67c6182b7ba2,95ucg7wa,가리비(g),280,2025-10-01 18:51:45
0b233819-032f-4a28-9096-1d065bc40841,95ucg7wa,깻잎(g),761,2025-10-18 08:39:58
f0dd97ce-0575-44ec-b728-200725a3827b,95ucg7wa,오징어(g),750,2025-10-11 23:23:56
02c63a4a-ab3f-4eab-a578-76bb7e108a92,95ucg7wa,갈비(g),246,2025-09-24 19:45:59
51d34539-610e-41ce-a5da-3babf5f9c664,95ucg7wa,피망(g),663,2025-09-25 22:13:52
0c0fa6b5-851d-457d-980a-eab2de9cbda8,95ucg7wa,치커리(g),203,2025-09-29 18:34:38
2089012f-4293-4958-8ea8-2ba71b7b5e2d,monu7bjo,돼지등갈비(g),1464,2025-10-22 02:41:36
ece5d1c1-d345-4fa8-9b47-f34148453fe7,monu7bjo,상추(g),1021,2025-10-02 05:20:27
c92630d0-f88c-4cee-9eb9-21bde73e1965,monu7bjo,차조(g),1136,2025-09-23 08:36:57
ceca55b2-f849-42be-931a-262d45c385ee,monu7bjo,닭살(g),714,2025-09-24 00:20:49
9ead44ef-ebac-4b49-acc3-a154ee55efc6,monu7bjo,피망(g),289,2025-09-24 07:44:36
a6b6c7fc-c010-4c90-a5c6-35d58435de79,monu7bjo,닭안심(g),636,2025-10-04 04:11:37
0f93393a-d496-4cf2-90f0-cc568d2b9998,monu7bjo,냉이(g),872,2025-09-30 02:05:08
3708c819-e732-44d3-a44f-5791fc8db1a9,hmxp7yoe,딸기(개),4,2025-10-05 02:22:13
55bc99f7-57ab-4700-b01d-bb75701a1cce,hmxp7yoe,요거트(ml),368,2025-10-19 01:17:11
d2f8a5b5-364e-4f00-894c-3bce9598b7c0,hmxp7yoe,샐러리(g),802,2025-10-01 03:04:13
fde10712-2cb3-48fe-88e0-454ff6b38a5f,hmxp7yoe,계란(개),13,2025-10-21 06:10:37
3394f34c-b9b9-46fb-be61-ccb28b29aa29,hmxp7yoe,루콜라(g),175,2025-10-15 21:36:46
f3383adf-79eb-460f-84fa-a6aedc896f05,hmxp7yoe,식빵(개),2,2025-10-14 15:56:39
7af574ad-70d3-4629-b86a-545a1200baa8,hmxp7yoe,고들빼기(g),774,2025-09-27 10:46:00
dbbc9e6e-9856-4a52-9075-f0ff8f64ef2f,hmxp7yoe,홍합(g),405,2025-10-13 15:36:41
024f6220-20be-406f-979a-484d8d82003d,hmxp7yoe,아귀(g),1176,2025-10-03 21:55:32
7ad420d2-0679-4ffc-b858-8fc5e9f094dd,hmxp7yoe,두릅(g),1008,2025-10-12 11:42:58
e8b9a880-a6d8-4ce9-9f29-d8effe0c0a72,ah899h3r,대파(g),553,2025-09-28 21:20:52
ce8824e3-6968-4c1a-bf75-7871d3013787,ah899h3r,닭고기(g),582,2025-10-17 08:06:48
358a977a-62dc-4c87-83e6-f1c650f720c4,ah899h3r,모닝빵(개),3,2025-10-10 18:44:22
2544a70a-119b-41c0-a4d1-06abeef4a58f,ah899h3r,느타리버섯(g),765,2025-09-23 21:53:21
514959dd-7551-4bb1-83c7-1bbfbe1d42a6,ah899h3r,애호박(g),256,2025-10-01 22:25:56
4ca92c24-d5ed-41e2-bc51-90c833e16ecd,ah899h3r,콩(g),551,2025-10-20 06:44:28
491f1d47-98a0-40ff-8607-d80d282af576,ah899h3r,양배추(g),267,2025-10-11 16:55:02
153e7ad1-3449-4d7e-ad4a-6bfcf133b24c,itaamk7u,돼지등갈비(g),1991,2025-10-11 01:06:42
a0b8a3f7-bd2d-4a7f-9412-20f2409c12e9,itaamk7u,돼지갈비(g),1983,2025-09-27 09:24:45
dae26f5b-62c1-4991-b119-5e877dd9c6bd,itaamk7u,옥수수통조림(캔),2,2025-10-07 07:06:41
6e09671d-525b-441b-bb62-91b4702add50,itaamk7u,아귀(g),640,2025-09-25 05:02:03
1d4c868d-959d-46b0-846b-0d13d38bcc50,itaamk7u,바게트(개),1,2025-09-27 05:25:07
f84542f9-bdbb-4acc-8dc0-19383684f893,73z2s6bv,옥수수통조림(캔),3,2025-10-10 11:08:27
a5a8f9ab-0d2d-42a0-91cf-6fbba3b7789f,73z2s6bv,도라지(g),166,2025-10-16 09:09:53
c171015b-466d-45ea-9e06-6b96a1c728d9,73z2s6bv,포도(개),2,2025-10-22 07:00:14
d86dbf4f-fe5c-4a20-9fb1-ce90750e1a92,73z2s6bv,요거트(ml),655,2025-10-08 13:56:06
d1a0beaf-e48a-4c0d-bf1e-a90c251df187,73z2s6bv,돼지고기안심(g),923,2025-10-01 07:10:51
a49bb66a-193e-4f54-ad4d-ccbbe594f6f9,73z2s6bv,소면(개),4,2025-10-15 09:00:40
106a2fbb-15d0-4fb3-a3b1-7fd3dc5cd3b8,73z2s6bv,목이버섯(g),116,2025-09-25 00:10:12
d65a4baf-51ca-4bfc-9e58-0147f166fba6,73z2s6bv,청경채(g),960,2025-10-20 20:53:26
744321bf-a038-4132-afd5-ac245a735091,73z2s6bv,깻잎(g),996,2025-10-02 15:30:54
c957081d-5488-42aa-b254-29dd88f8beee,73z2s6bv,케일(g),415,2025-09-26 19:30:34
8cec3da3-5ed7-4e3f-98df-51f1d410ef8b,s5v5qqoz,딸기(개),2,2025-10-11 13:05:07
2b2c61dc-f1de-4be3-9503-d5b07086b6cb,s5v5qqoz,파(g),1002,2025-10-04 16:54:32
e69f04ae-7ad2-42eb-9a90-ffaf110e7d6a,s5v5qqoz,양지머리(g),357,2025-10-14 06:36:38
4a80048c-53e1-4957-93c5-6faccdd037ea,s5v5qqoz,모닝빵(개),10,2025-10-12 07:44:55
8058980e-65a2-4525-9151-4f1d1a05796b,s5v5qqoz,떡국떡(g),81,2025-10-11 03:37:03
6c1c781a-b242-4f72-acc3-e20f021320e2,ngyz2ssp,굴(g),572,2025-10-11 10:19:50
bc5c4531-c0ac-4f17-83a8-0f6eca5e9ee2,ngyz2ssp,냉이(g),912,2025-09-24 17:07:40
2149f617-a2df-4c24-9c8a-9dddb0a78919,ngyz2ssp,국수(개),2,2025-10-07 16:28:05
63396e6f-3eb1-4d1b-90e4-5e3387a8cfea,kc2fwmru,떡국떡(g),230,2025-10-22 20:58:20
