RECIPE_ID,RECIPE_NM_KO,SERVINGS,TY_NM,COOKING_TIME,LEVEL_NM,IRDNT_CODE,INGREDIENT_FULL,STEP_TEXT,STEP_TIP
6882438,간장치킨,2.0,메인반찬,30.0,상,닭고기류,"{'닭안심': '400~500g', '간장': '3T', '식초': '2T', '설탕': '3T', '후추가루': '약간', '참기름': '1T', '다진마늘': '1T', '소금': '0.5T', '계란': '1개', '전분가루': '3T', '밀가루': '0.5T', '파': '0.5대', '물': '1/3종이컵'}","[""1. 저는 냉동안심을 사용해서 해동을 시킬건데요. 볼에 얼어있는 닭안심을 넣고 소금을 1T정도 넣고 랩을 덮은 후 냉장고에 1시간정도 보관합니다."", ""2. 닭이 해동되는 동안 양념을 만들어줄거에요. 간장3, 참기름1, 식초2, 다진마늘1, 설탕3, 물1/3컵"", ""3. 닭이 해동되면 계란을 넣어줍니다."", ""4. 그리고 전분도 함께 넣어주세요. 소금과 후추도 넣고 손으로 잘 섞어줍니다."", ""5. 팬에 기름을 넉넉히 넣어주시고 150도 정도에서 1차로 튀겨주세요. 2~3분 정도 속까지 익혀주세요."", ""6. 그리고 2차로 180도 정도에서 겉이 바삭하고 노릇하게 튀겨주면 됩니다."", ""7. 사진보시면 왼쪽과 오른쪽이 색이 다르죠? 왼쪽은 2차 튀김까지 끝난거고, 오른쪽은 1차튀김한 사진이에요. 두번 튀겨주면 더욱 바삭하고 맛있더라고요."", ""8. 이제 간장치킨 양념을 졸여줄거에요. 후라이팬에 기름을 두르고 파를 넣고 파기름을 내어줍니다."", ""9. 좀전에 만들어 놓은 간장소스를 넣고 끓여주세요. 그리고 밀가루를 0.5T넣고 농도를 맞춰줍니다."", ""10. 잘 튀겨진 닭안심을 넣고 잘 섞어주면 끝!!""]","["""", ""간장3, 참기름1, 식초2, 다진마늘1, 설탕3, 물1/3컵"", """", """", """", """", """", """", """", """"]"
6872279,차돌말이찜,3.0,메인반찬,30.0,하,버섯류,"{'차돌박이': '혹은 샤브용고기 300g', '팽이버섯': '1봉', '당근': '1/3개', '양파(중)': '1/2개', '부추': '1줌', '숙주': '200g 1봉지', '소금': '1작은술', '후추': '약간', '밀가루': '조금', '땅콩버터': '2큰술', '물': '약1/2컵 100ml', '설탕': '1큰술', '액젓': '1.5큰술', '통깨': '2큰술', '식초': '2큰술', '다진': '마늘 1/2큰술', '쪽파': '1/3줌'}","[""1. 차돌말이찜 안에 들어갈 야채를 먹기 좋은 크기로 썰어 준비해주세요."", ""2. 소금 1작은술과 후추를 약간 넣고 버무려주세요. 표고버섯, 시금치, 깻잎 등 집에 있는 야채를 활용해도 좋아요. 베리츄는 팽이버섯, 당근, 부추, 양파를 준비했어요. 팽이버섯은 밑동을 자른 뒤 가닥가닥 뜯어냈습니다. 야채 길이는 검지손가락 정도의 길이로 맞춰 썰어줬고요. 고기를 말아줬을 때 야채 길이가 일정해야 예쁘더라고요:)"", ""3. 차돌박이를 반듯하게 펼친 뒤 버무려둔 채소를 적당량 넣어주세요."", ""4. 양 끝에 밀가루를 발라준 뒤 돌돌 말아주세요."", ""5. 밀가루를 발라줘야 접착력이 생겨 고기가 풀어지지 않아요."", ""6. 찜기 바닥에 숙주를 수북하게 깔아주세요."", ""7. 숙주 위로 차돌박이롤을 빼곡하게 담아주세요."", ""8. 빙- 둘러 가며 차돌말이를 찜기 안에 가득 채워줬어요. 백종원 차돌말이찜 레시피와 조금 다르죠? 베리츄는 숙주를 고기 안에 넣지 않고 찜기 바닥에 깔아줬어요. 이렇게 하면 고기의 육즙이 숙주에 고루 배어들면서 맛이 훨씬 좋아요. 손님 대접 음식으로 만들 때도 양이 더 푸짐해 보이는 효과도 있고요-"", ""9. 뚜껑을 덮고 4~5분가량 쪄주세요. 고기만 익으면 되는 거라 익히는 시간이 오래 걸리지 않아요. 붉은 기만 사라지면 바로 먹어도 돼요."", ""10. (차돌말이 찌는 동안) 땅콩 소스 재료를 넣고 믹서에 곱게 갈아주세요. 땅콩버터 2큰술, 물 100ml(약 1/2컵), 설탕 1큰술, 액젓 1.5큰술, 통깨 2큰술, 식초 2큰술, 다진 마늘 1/2 큰술 백선생 차돌말이 레시피대로 액젓을 넣으니 짠맛이 강해 0.5큰술 줄여서 넣었어요:"", ""11. 집에 쪽파 있으면 송송 썰어 넣어주시고요. 없으면 생략해도 괜찮아요."", ""12. 완성입니다.""]","["""", ""표고버섯, 시금치, 깻잎 등 집에 있는 야채를 활용해도 좋아요.베리츄는 팽이버섯, 당근, 부추, 양파를 준비했어요.팽이버섯은 밑동을 자른 뒤 가닥가닥 뜯어냈습니다.야채 길이는 검지손가락 정도의 길이로 맞춰 썰어줬고요.고기를 말아줬을 때 야채 길이가 일정해야 예쁘더라고요:)"", """", """", """", """", """", ""백종원 차돌말이찜 레시피와 조금 다르죠?베리츄는 숙주를 고기 안에 넣지 않고 찜기 바닥에 깔아줬어요.이렇게 하면 고기의 육즙이 숙주에 고루 배어들면서 맛이 훨씬 좋아요.손님 대접 음식으로 만들 때도 양이 더 푸짐해 보이는 효과도 있고요-"", ""고기만 익으면 되는 거라 익히는 시간이 오래 걸리지 않아요.붉은 기만 사라지면 바로 먹어도 돼요."", ""땅콩버터 2큰술, 물 100ml(약 1/2컵), 설탕 1큰술, 액젓 1.5큰술, 통깨 2큰술, 식초 2큰술, 다진 마늘 1/2 큰술"", """", """"]"
6902902,등갈비김치찜,4.0,메인반찬,60.0,하,기타,"{'등갈비': '1kg', '배추김치': '1/2포기', '다진마늘': '2T', '고춧가루': '3T', '들기름': '1T', '후춧가루': '소량', '국간장': '3T', '설탕': '1/3T', '김칫국물': '100ml', '대파': '1개', '물': '1000ml'}","[""1. 1. 등갈비는 찬물에 30분정도 담궈 핏기를 제거해줍니다. 냄비에 등갈비가 충분히 잠길정도의 물을 끓인후.. 등갈비를 넣고 1분정도만 끓여준후... 찬물에 헹궈줍니다. 등갈비를 끓일때 소주를 조금 넣어주면 잡내제거에 좋답니다."", ""2. 2. 데친 등갈비를 냄비에 넣고 다진마늘2T. 고춧가루3T. 국간장3T,설탕1/3T.들기름1T. 후춧가루소량.김칫굴물100ml를 넣고 조물조물 무쳐줍니다. 여기에 잘익은 배추김치1/2포기를 위에 올려줍니다. 배추김치가 클때는 1/4포기만 올려줍니다~"", ""3. 3. 그런후 물1000ml를 넣어준후 뚜껑을 덮고 센불로 켠후 끓으면 중약불로 줄여 35~40분정도 끓여준후~"", ""4. 4. 마지막에 대파1개 큼직하게 썰어서 한번만 더 끓여 주면 완성입니다. 김치가 너무 쉰김치일때는 설탕을 조금 더 넣어주시고요~ 마지막에 국물이 너무 없을때는 물을 조금 더 넣어주세요~~!""]","[""등갈비를 끓일때 소주를 조금 넣어주면 잡내제거에 좋답니다."", """", """", """"]"
6894904,삼겹살김치말이찜,3.0,메인반찬,60.0,상,돼지고기류,"{'삼겹살': '300g', '묵은지': '500g', '멸치다시마육수': '500ml', '양파': '1/6개', '대파': '1/2대', '청양고추': '1개', '다진마늘': '1/2숟가락', '다진생강': '약간', '맛술': '1숟가락', '후추': '약간', '고추장': '1숟가락', '국간장': '1/2숟가락', '고춧가루': '2숟가락', '설탕': '1숟가락', '김치국물': '5숟가락'}","[""1. 삼겹살은 삼겹살 양념재료에 버무려 약 20분간 밑간한다."", ""2. 묵은지는 속을 털어내고 밑간한 삼겹살을 넣고 돌돌 말아준다. 줄기부분부터 말아야 끓이면서 풀리지 않아요."", ""3. 찜 양념장을 만든다."", ""4. 양파는 굵직하게 채 썰고, 대파, 청양고추는 어슷썬다."", ""5. 냄비에 삼겹살김치말이를 넣고 육수를 부어 센불로 끓인다. 냄비"", ""6. 끓으면 불을 줄이고 양념장을 넣고 약 15분간 끓인다. 뚜껑을 닫고 김치가 물러질 때까지 푹 끓여요."", ""7. 고기가 푹 익으면 채소를 넣고 완성한다.""]","["""", ""줄기부분부터 말아야 끓이면서 풀리지 않아요."", """", """", ""냄비"", ""뚜껑을 닫고 김치가 물러질 때까지 푹 끓여요."", """"]"
6935967,무쌈말이,3.0,메인반찬,30.0,하,닭고기류,"{'훈제오리': '1팩', '노랑파프리카': '1개', '무순': '1팩', '오이': '1개', '당근': '1개', '쌈무': '1팩', '부추': '1/3단', '빨강': '파프리카 1개', '연겨자': '3T', '간장': '3T', '마늘': '2T', '올리고당': '4T', '식초': '5T'}","[""1. 부추는 깨끗히 씻어서 준비합니다 끓는물에 소금 살짝 넣고 부추를 넣었다 바로 불을 끄고 찬물에 헹구어줍니다! 그리고 물기를 꼬옥 짜서 준비하면 끝! (무쌈말이 고정하는 용도로 사용할거예요)"", ""2. 당근,오이,파프리카를 큼지막하게 썰어주세요 씹히는맛이 있어야 좋더라구요 무순은 깨끗한 물에 한번 씻은 후 준비해주세요 썰어주기만 하면 야채준비는 모두 끝납니다"", ""3. 훈제오리를 후라이팬에 넣고 한번 구워주세요 큼지막한 살은 반으로 잘라주시면 됩니다 노릇노릇 구운 후 식혀주세요 돼지고기나 소고기 양념해서 구워쓰셔도 되구요 저는 집에 있는 오리가 있어서 간편하게 준비했어요 :)"", ""4. 쌈무안에 국물을 버리고 손으로 한번 꾸욱 짜주세요 여기서, 너무 쎄게 짜면 찢어집니다 무를 슬라이스쳐서 식초,소금,설탕에 재워뒀다가 사용하셔도 되구요, 저는 간편하게 기성품 구입요"", ""5. 쌈무를 깔고 재료들을 쌈무 경계선에 맞추어서 차례로 올려줍니다 저는 무순을 제일 먼저 까는게 편하고 좋더라구요 아이 겉싸개 싸듯 덮어주시고 부추 데친것으로 한바퀴 돌려준 후에 묶어주시면 무쌈말이 완성 :) 참, 간단하죠잉"", ""6. 찍어먹을 겨자소스를 만들어 볼건데요 연겨자3T,간장3T,마늘2T,올리고당4T,식초5T 잘 풀어주듯이 섞어주세요 :) 쉐킷"", ""7. 접시에 예쁘게 담아 완성!""]","["""", """", """", """", """", """", """"]"
6893092,대패삼겹살콩나물불고기,3.0,메인반찬,60.0,하,돼지고기류,"{'대패삼겹살': '500g', '콩나물': '300g 1봉지', '양파': '1/2개', '새송이버섯': '1개', '대파': '1대', '청양고추': '1개', '깻잎': '10장', '고춧가루': '3스푼', '고추장': '3스푼', '간장': '3스푼', '설탕': '2스푼', '다진': '마늘 2스푼', '맛술': '3스푼', '소스볼': '', '숟가락': '', '믹싱볼': '', '채반': '', '도마': '', '조리용나이프': '', '볶음팬': '', '요리스푼': ''}","[""1. 양념 재료인 고추장 3, 고춧가루 3, 간장 3, 맛술 3, 다진 마늘 2, 설탕 2를 모두 한데 넣어 고루 섞어 양념장을 만들어 주세요."", ""2. 양념 비율은 1:1:1:1:1:1로 해주심 된답니다. 저는 다진 마늘, 설탕량만 1숟가락씩 줄였어요."", ""3. 콩나물 300g을 씻어 체에 밭쳐 물기를 제거하고 준비합니다"", ""4. 삼겹살 500g을 준비하고"", ""5. 양파 1/2는 굵게 채 썰어주고, 깻잎 10장은 씻어 2~3등분 하고 청양고추 1개, 대파 1대는 송송 썰어주고 새송이버섯 1개는 큼직하게 썰어 준비합니다."", ""6. 넓은 팬에 씻어 놓은 콩나물을 깔고"", ""7. 그 위에 대파, 양파, 새송이버섯을 모두 올리고"", ""8. 그 위에 대패삼겹살을 올리고"", ""9. 고기 위에 깻잎, 청양고추를 올린 다음 만들어 놓은 양념장을 모두 넣고"", ""10. 달달 볶아주면 콩나물에서 수분이 나와 물을 넣지 않아도 보글보글 국물이 생긴답니다."", ""11. 백종원 콩나물 불고기 완성 ^^""]","["""", """", """", """", """", """", """", """", """", """", """"]"
6876685,참치전,2.0,메인반찬,15.0,하,해물류,"{'참치': '150g', '양파': '1/2개', '당근': '1/3개', '달걀': '2개', '청량고추': '취향껏', '소금': '1꼬집', '튀김가루': '2T'}","[""1. 먼저 달걀2개를 풀어주세요~"", ""2. 그리고 소금으로 약간 간을 해줘야 안싱겁더라구요~"", ""3. 당근과 양파는 잘게 다져주세요~"", ""4. 참치는 기름을 빼준후 사용하는게 좋아요"", ""5. 그리고 부침가루너나밀가루 를 두스푼 넣어주세요~ 튀김가루 를 사용하셔도 상관없어요~"", ""6. 그리고 잘 비벼주세요~ 뭉치지않게~"", ""7. 기름은 두른후 숟가락으로 한스푼씩 떠서 올리면되세요~"", ""8. 세연이먹을껀 먼저 몇개 붙인후 청량고추를 추가해주었어요 약간 매콤하면 더욱 맛있답니다^^"", ""9. 노릇노릇하게 구워주세요~ 금방 익으니 자주 뒤집어주시는게 좋아요~ 아니면 계란옷이 타버려요~"", ""10. 참치전만드는법 간단한 밥반찬 저도마가 첨엔이쁘더만 ㅋㅋㅋ 갈수록 색이 왜저러나 몰라요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"", ""11. 간단한 밥반찬, 참치전 만드는법 많은재료도 필요없고 어렵지도 않은데 맛은 좋은 ㅋㅋㅋㅋㅋㅋ 이것저것 반찬하기 귀찮을때 해먹기좋은거 같아요^^""]","["""", """", """", """", """", """", """", """", """", """", """"]"
6857639,어묵잡채,4.0,메인반찬,30.0,하,채소류,"{'당면': '', '어묵': '', '피망': '', '당근': '', '양파': '', '애기느타리버섯': '', '소금': '', '식용유': '2큰술', '간장': '4큰술', '설탕': '2큰술', '다진마늘': '1/2큰술', '참기름': '', '통깨': '', '후추가루': ''}","[""1. 당면은 찬물에 1~3시간 정도 미리 불려 사용합니다~ 당면을 미리 불려놓지 않고 바로 사용하셔야 할 경우 끓는 물에 당면을 넣고 11분정도 삶아주시면 되어요ㅎㅎㅎ"", ""2. 어묵, 피망, 당근, 양파는 채썰어 식용유를 두른 팬에 소금을 살짝 넣고 각각 볶아줍니다~ 어묵을 데쳐사용하시면 어묵의 기름기와 염도를 낮출수가 있어요^^"", ""3. 애기느타리버섯은 한가닥씩 떼어내 팬에 식용유를 두르고 소금을 살짝 넣어 볶아주세요~ 센불"", ""4. 팬에 식용유 2큰술, 간장 4큰술, 설탕 2큰술, 다진마늘 1/2큰술을 넣고 거품이 올라올때까지 충분히 끓인 다음 불려놓은 당면을 넣어 색과 간이 잘 입혀지도록 볶아주세요~ 센불"", ""5. 당면이 잘 볶아졌다면 미리 볶아둔 어묵과 채소를 넣어 잘 섞이도록 볶아주시고요~ 약불 고루 섞인 잡채를 당면과 채소를 함께 집어 간을 보신 다음 부족한 간은 간장이나 설탕으로 맞춰주세요^^"", ""6. 간이 잘 맞춰졌다면 참기름, 통깨, 후추가루를 넣어 버무려줍니다~""]","[""당면을 미리 불려놓지 않고 바로 사용하셔야 할 경우끓는 물에 당면을 넣고 11분정도 삶아주시면 되어요ㅎㅎㅎ"", """", ""센불"", ""센불"", ""약불"", """"]"
6851887,소세지야채볶음,1.0,메인반찬,15.0,상,해물류,"{'비엔나소세지': '', '양파': '1/2개', '파프리카': '', '케찹': '5T', '굴소스': '2T', '설탕': '1T'}","[""1. 재료를 준비합니다. 비엔나소세지, 양파 1/2개, 파프리카,케찹 5T, 굴소스 2T, 설탕 1T 약불에 살살 저으면서 섞어주세요"", ""2. 들어갈 야채를 썰어줍니다. 비슷한 크기로 썰어주면 좋아요. 양파 1/2개, 파프리카"", ""3. 소세지에 칼집을 내줍니다. 칼집 모양은 마음대로 하셔도 좋아요."", ""4. 촘촘하게 내면 간이 더 잘 배요!"", ""5. 팬에 기름을 둘러주세요."", ""6. 기름에 야채부터 볶아줍니다."", ""7. 소세지를 넣어주세요. 칼집이 살짝 벌어질때까지 볶아줍니다."", ""8. 분량의 양념장을 넣어줍니다. 케찹 5T, 굴소스 2T, 설탕 1T"", ""9. 마지막으로 살짝만 더 볶아주세요."", ""10. 윤기 좔좔~칼집 쏘야 완성!""]","[""비엔나소세지, 양파 1/2개, 파프리카,케찹 5T, 굴소스 2T, 설탕 1T"", ""양파 1/2개, 파프리카"", """", """", """", """", """", ""케찹 5T, 굴소스 2T, 설탕 1T"", """", """"]"
6896769,두부깐풍기,2.0,메인반찬,60.0,하,해물류,"{'두부': '300g', '대파': '1/2대', '청고추': '1개', '홍고추': '1/2개', '녹말가루': '5', '고추기름': '5', '다진': '마늘 1', '굴': '소스 2', '간장': '1', '설탕': '2', '식초': '2', '청주': '1', '물': '3'}","[""1. 두부는 먹기 좋은 큐브 모양으로 썬 뒤 물기를 제거해 주세요."", ""2. 대파와 홍, 청고추는 잘게 다져 준비합니다. 고추가 없다면 피망이나 파프리카를 사용해도 좋아요 !!"", ""3. 물기를 제거한 두부는 위생팩에 담아 녹말 5스푼을 넣고 흔들어 녹말가루를 골고루 묻혀주세요."", ""4. 팬에 기름을 넉넉히 두르고 녹말가루를 묻힌 두부를 구워 기름을 제거해줍니다. 노릇노릇 바삭바삭하게 구워주세요 ❛ ڡ ❛"", ""5. 소스도 만들어 주세요. 굴 소스 2, 간장 1, 설탕 2, 식초 2, 청주 1, 물 3 입맛에 맞게 굴소스의 양을 조절 해 주시면 더 좋을 듯 해요!"", ""6. 팬에 고추기름 5스푼, 다진 마늘 1스푼을 넣어 마늘향이 나도록 달달 볶아줍니다."", ""7. 마늘향이 솔솔 올라오면 미리 준비해둔 야채를 넣고 한 번 더 볶아주세요."", ""8. 야채들을 볶은 뒤 소스를 넣어 바글바글 끓여주세요."", ""9. 소스가 끓어오른 뒤 구운 두부를 넣고 양념이 잘 베이도록 뒤적거려가며 졸이듯 볶아주세요!"", ""10. 매콤 달콤한 두부 깐풍기 완성 ٩(ˊᗜˋ*)و""]","["""", ""고추가 없다면 피망이나 파프리카를 사용해도 좋아요 !!"", """", """", ""굴 소스 2, 간장 1, 설탕 2, 식초 2, 청주 1, 물 3"", """", """", """", """", """"]"
6853515,애호박부추전,2.0,메인반찬,30.0,하,채소류,"{'​부추': '', '애호박': '', '양파': '', '당근': '', '청양고추': '', '부침가루': '', '식용유': ''}","[""1. 먼저 부침가루에 물을 넣고 잘 저어 부침반죽을 만들어줍니다 약간 퍽퍽하게 되게 만들어 주세요~ 식용유를 넣으면 묽게되어거든요. 식용유는 한스푼 반 정도 넣어주세요! 이연복 쉐프가 튀김옷에 저렇게 식용유넣고 만드는걸 보고 몇번 해봤는데 확실히 속까지 바삭~한 느낌이 나더라구요!"", ""2. 반죽에 갖은 채소들을 먹기좋게 잘게 썰어 모두 넣어줍니다. 휙휙~ 잘섞어주면 반죽 완료!"", ""3. 예열된팬에 식용유 두르고 반죽을 얇게 펴줍니다"", ""4. 반죽이 저렇게 익어갈때쯤 뒤짚어주면 됩니다""]","["""", """", """", """"]"
6957118,삼겹살제육볶음,3.0,메인반찬,20.0,하,돼지고기류,"{'삼겹살': '500g', '양파': '1/2개', '고추가루': '3스푼', '설탕': '3스푼', '진간장': '3스푼', '미림': '3스푼', '물엿': '4스푼', '굴소스': '1스푼', '참기름': '1스푼', '맛소금': '2꼬집', '후추가루': '2꼬집', '다진마늘': '1스푼', '대파': '2큰술', '청양고추': '1개'}","[""1. 계량스푼은 집에서 사용하는 8cc 정도의 밥숟가락입니다. 1cm 정도 되는 삼겹살을 준비하세요~ 씹는 맛을 좀 살리는 거라 이정도 두께가 좋아요~ 그렇다고 무조건 이정도 두께 아니라도 됩니다~ 좀 얇아도 되고 삼겹살 대신 목살이나 불고기감 앞다리살 준비하셔도 됩니다~ **사진과 설명으로 부족하신 분은 링크된 동영상 참고 해주세요. 두율이네 유툽 놀러 오시면 더많은 레시피와 최신 레시피를 더 빠르게 보실수 있습니다~ 구독해 주시면 땡큐~~"", ""2. 양파 중간거 반개 100~120g 을 1cm 정도 두께로 채썹니다~ 없으면 안넣으셔도 됩니다~ 대신 나중에 양념장 부을때 10% 정도 남기고 부으세요~"", ""3. 양념장에 있는 재료들을 전부 한데 넣고 잘 섞어서 1~2시간 정도 냉장고에 보관해주세요~ 그러면 고추가루의 텁텁함이 사라지면서 양념에 잘 녹아 들꺼에요~ ------ 양념장 ------ 고추가루 3스푼 (21~25g) 설탕 3스푼 (30g) 진간장 3스푼 (24g) 미림 3스푼 (24g) 물엿 4스푼 (45~50g) 굴소스 1스푼 (10~12g) 참기름 1스푼 ( 6~7g) 맛소금 2꼬집 ( 여러분의 감을 믿습니다! 애매하면 안넣어도 되요~) 후추가루 2꼬집( 여러분의 감을 믿습니다! ) 다진마늘 1스푼 (20g) 대파 2큰술 (15~20g) 청양고추 1개 (잘게 다져서)"", ""4. 삼겹살을 구워 줍니다~ 삼겹살은 통으로 구워 주는 게 육즙 손실을 막을수 있어요~ 삼겹살 굽는법!! 다들 잘 아시죠!! 혹시나 모르시는 분들 위한 팁! 후라이팬을 강불로 달궈서 고기를 올려 주세요~ 꼭 강불 강불에 달군 팬에 하셔야 합니다~ 그래야 고기 표면이 순식간에 익으면서 육즙을 가둬 줍니다~ 그 상태로 가만히 두시면 후라이팬에 닫지 않은 반대편 부분에 아직은 생고기인 부분에 수분이 몽글몽글 올라오기 시작 할껍니다~ 그때 뒤집어서 1분간 가만히 두면서 구워준 다음~ 한번 더 뒤집어서 30초!! 한번더 뒤집어서 30초! 그리고 커팅! 짤라서 단면에 덜익은 부분 있으면 조금 더 구워 주면~ 끝! 참 쉽죠!!!"", ""5. 고기를 잘 구워 주셨으면 고기를 잠시 덜어 내고 기름을 2스푼 정도만 남기고 전부 ~버려 줍니다! 목살 앞다리살 쓰셨으면 기름은 안걷어 내셔도 됩니다~"", ""6. 고기 기름에 양파를 넣고 양파가 볶아주다가 투명해 지시 시작하면 양념장을 넣고 강불에 잘 섞어 가면서 1분 정도를 뽁아 주세요~ 양파 안쓰시면 그냥 고기 기름에 양념을 부어서 1분 정도 볶으시면 됩니다~ 양파 안넣으시면 양념장은 90% 정도만 부으세요~"", ""7. 고기 넣고 1분 정도 볶아 주다가 불 잠시 끄고 먹기 좋게 컷팅 한 다음~ 1분정도를 더 볶아 주세요~ 너무 오래 볶으면 기름이 계속 나와서 별로니까~ 양념이 졸아들 정도만 볶아주면 됩니다~ 컷팅된 고기를 사용하셨으면 그냥 2분 정도 양념에 졸이듯 볶아 주시면 됩닏나~"", ""8. 밥이랑 먹으면 완전 꾸르맛~~~^^~""]","["""", """", """", """", """", """", """", """"]"
6879663,등갈비구이,2.0,메인반찬,2.0,하,해물류,"{'등갈비': '1근', '양파': '1/2개', '월계수잎': '3~4장', '통마늘': '4개', '통후추': '20알', '간장': '4큰술', '돈까스소스': '4큰술', '올리고당': '3큰술', '굴소스': '1큰술', '다진마늘': '1큰술', '케첩': '2큰술', '매실청': '1큰술', '맛술': '1큰술', '물': '1/3컵', '후추': '약간'}","[""1. 등갈비는 물에 담궈 1시간 정도 물을 번갈아가며 핏물을 제거해줬어요"", ""2. 핏물을 제거한 등갈비는 돼지고기 특유의 잡내를 제거해주기위해 양파, 마늘, 월계수잎, 통후추등을 넣고 40~50분정도 푹 삶아주세요 ~ 통후추는 10알정도만 넣으셔도 되요 ~ 대충 넣었더니 너무 많은 .."", ""3. 등갈비가 삶아지는 동안 분량의 양념을 한곳에 모아 미리 만들어 주세요 저는 한끼식사 할만큼만 준비한거라 양이 그리 많진 않은데 고기의 양이 좀 더 많으시다면 양념을 1~2큰술 정도씩 늘려주세요"", ""4. 등갈비는 40~50분동안 푹삶아 고기만 건져 찬물에 한번 깨끗이 헹궈서 준비해주세요"", ""5. 그리고 뼈마디를 하나씩 잘라주세요 오븐이 있다면 자르지않고 그냥 조리하셔도 되는데 오븐이 없으시면 이렇게 잘라서 프라이팬에 조리하실수 있어요 자르지 않고 프라이팬에 하기는 좀 버겁더라구요 ~"", ""6. 다음날 아침 바로 조려서 먹을수 있게 양념과 등갈비를 따로 넣어 보관했어요 양념같은 경우엔 냉장고에 넣어두었다가 먹으면 훨씬 더 맛있으니 참고하세요 :)"", ""7. 다음날 아침 바로 양념을 부어 조려서 먹어도 되지만 저는 프라이팬에 한번씩 노릇노릇하게 구워줬어요 요 과정은 시간이 없으시면 패스하셔도 된답니다"", ""8. 등갈비가 앞뒤로 노릇노릇하게 구워졌을때 미리 만들어두었던 양념을 전부 넣고 약한불로 양념이 골고루 베이게 조려줬어요 저는 아이들과 먹을꺼라 그냥 단짠단짠이였는데 매콤하게 드시고 싶으신 분들은 양념에 고춧가루나 고추장등을 추가하셔도 좋고 좀 깔끔한 매콤한 맛을 원하신다면 청양고추를 살짝 썰어넣어 같이 조려주시면 매콤하니 맛있어요 ~"", ""9. 양념을 넣어준뒤 가만히 놔두는것보다 수저로 양념을 골고루 얹어주시는게 좋아요 그래야 양념이 고루고루 맛있게 베인답니다"", ""10. 양념이 거의 없어진다 싶을정도로 조려주시면 되요~"", ""11. 저녁에 준비해두고 아침에 살짝 구워 양념 넣고 조려주기만하니 바쁜 아침시간에도 뚝딱 만들어 낼 수 있었답니다""]","["""", """", """", """", """", """", """", """", """", """", """"]"
6873605,가자미조림,3.0,메인반찬,60.0,하,채소류,"{'손질가자미': '4마리', '양파': '1/2', '대파': '1대', '청양초': '2개', '간장': '4큰술', '올리고당': '1큰술', '고춧가루': '1.5큰술', '다진마늘': '1큰술', '후추': '톡톡', '맛술': '3큰술'}","[""1. 분량의 양념을 볼에 담아준다"", ""2. 골고루 슥슥~ 섞어준다"", ""3. 손질 된 가자미 냄비에 깔고 가자미가 자작하게 잠기도록 물을 부어준다"", ""4. 양파 채 썰어 얹고 대파,고추는 어슷 썰어 얹어준다"", ""5. 준비한 양념 골고루 올려준다"", ""6. 센 불에서 보글보글 끓어 오르면"", ""7. 냄비 뚜껑을 덮고 약한 불에서 15분 정도 푹~ 끓여주면 완성이에요""]","["""", """", """", """", """", """", """"]"
5913619,돼지고기제육볶음,,메인반찬,30.0,하,돼지고기류,"{'돼지고기': '목살(앞다리살) 600g', '양파': '', '애호박': '', '당근': '', '가래떡': '', '고추장': '1큰술', '고춧가루': '2.5큰술', '간장': '2큰술', '올리고당': '1.5큰술', '참기름': '1큰술', '맛술': '1큰술', '생강가루': '약간', '다진마늘': '1큰술', '후추': '약간', '다진양파': '약간'}","[""1. 양념장을 분량대로 잘 섞어 만들어 냉장고에 넣어 숙성시킨 후 사용하면 훨씬 깊고 진한 맛이 나요."", ""2. 팬에 목살을 넣어 먼저 한차례 볶아 줍니다. 참고로 고기는 볶아내기 전에 키친타월로 핏기를 제거해야 돼지 특유의 잡내를 잡을 수 있어요."", ""3. 어느정도 볶아진 고기에 숙성된 양념을 넣어 달달 볶아 줍니다."", ""4. 고기와 양념이 잘 섞이고 맛있게 볶아질 즈음 나머지 채소들과 함께 가래떡도 넣어 버무리듯 볶아 줍니다. 이 모든 과정은 센불에서 후다닥~ 볶아 주었어요. 야채는 나중에 넣어 살짝만 볶아내야 야채의 아삭함이 살아서 식감은 훨씬 좋답니다.""]","["""", """", """", """"]"
1659103,간장닭구이,2.0,메인반찬,60.0,상,닭고기류,"{'닭': '닭도리탕용 1마리', '간장': '3큰술', '맛술': '3큰술', '굴소스': '1큰술', '설탕': '1/2큰술', '꿀': '1큰술', '물': '3큰술', '참기름': '1큰술', '후추': '약간', '마늘': '저민 것 3~4쪽'}","[""1. 닭은 깨끗이 씻어서 마른 팬에 올려 중불에서 앞뒤 노릇하게 구워 주세요. 팬은 달구지 않은 채 사용하시고, 껍질 있는 부분부터 구워야 눌러 붙지 않고 노릇하게 구워집니다."", ""2. 마늘은 저미고 양념재료를 모두 섞어 주세요. 다진 마늘을 넣어도 되지만 저민 마늘을 쓰는게 깔끔하답니다."", ""3. 앞뒤 노릇하게 구워진 닭에 양념을 끼얹어 약불로 줄인 후 뚜껑을 덮고 조리듯이 구워 주세요. 중간 중간 뒤집어 고루 간이 배게 해 주세요."", ""4. 양념이 모두 닭에 배고 팬에 기름만 남게 되면 완성입니다.""]","["""", """", """", """"]"
